sample_SRR8750789	sample_SRR8750790	sample_SRR8750791	sample_SRR8750792
ENSG00000165355	8.568835	11.847393	10.15304	6.537983
ENSG00000165359	3.466820607665	5.508732	6.00991	2.980834
ENSG00000165370	0.9533	7.32921	3.90358	0.625412
ENSG00000165376	0.0912718	0.133637	0.417157	0.405076000607462
ENSG00000165379	5.52564	12.98435	5.691891	6.5409
ENSG00000165383	0.223197	0.909395	1.94602	0.584587
ENSG00000165389	12.9293	12.8712	32.4318	18.8016
ENSG00000165392	2.0650393	2.444184	5.592869	3.865528
ENSG00000165406	7.327078	6.092627	20.996605	15.428803
ENSG00000165409	1.9881428	4.2694005	7.58435400527223	7.969409337182
ENSG00000165410	116.825249	51.668765	80.125117	145.583044
ENSG00000165416	42.83972	32.61431	61.10444	25.805054
ENSG00000165417	6.309678	7.817507	8.8211744	7.1607486
ENSG00000165424	67.1807	32.665683	45.613934	70.2051518
ENSG00000165434	22.293034	23.25264	11.82492	9.45456
ENSG00000165443	83.70477	73.573743	127.80639	80.76372
ENSG00000165449	5.5128139	3.13191	37.361862	9.16802
ENSG00000165457	8.9827511	4.5287188	11.8742976	6.450093
ENSG00000165458	22.144784	23.964125	94.546326	44.464566
ENSG00000165462	0	0.1822898	0.1402181	0.1672153
ENSG00000165471	0	0.0077353137	0.0309221	0.069616896
ENSG00000165474	1.357171	1.05255	3.80088	1.73651
ENSG00000165475	98.246285	67.731358	113.289665	92.622159
ENSG00000165476	9.836359	5.494509	13.02932	12.785684
ENSG00000165478	58.69905	23.004075	101.51436	112.36354
ENSG00000165480	0.158648	0.1153933	0.1444898	0.10254
ENSG00000165487	31.529641	34.7738608	35.91361	26.9762875
ENSG00000165490	0.61095858961	0.5193513	1.3853841	0.8098837
ENSG00000165494	12.571629	18.365652	25.55183	18.92184
ENSG00000165495	4.93921	5.5275042	6.8877342	4.2616366
ENSG00000165496	0	0.087623	0	0.509904
ENSG00000165501	2.021801	0.952042	3.140577	2.42936
ENSG00000165502	327.194	170.462	213.291	213.061
ENSG00000165506	3.453032	5.20814	8.66329	3.07421
ENSG00000165507	20.9224894	14.335222	131.12552	146.82147
ENSG00000165509	1.15556510466883	1.341215	0.461327	0.976755
ENSG00000165512	13.5583	10.7881	20.7372	15.906
ENSG00000165516	36.94988	36.950505	52.970122	37.741935
ENSG00000165521	0.6614942	2.3173115	1.486324	1.301788
ENSG00000165525	182.315113	118.935874	82.054186	105.884518
ENSG00000165526	12.6764912154575	12.2822567	16.13802706617	11.32246883
ENSG00000165527	11.9494	10.5102	20.3501	13.0131
ENSG00000165533	9.769554	20.942751	25.0232888	13.262236
ENSG00000165548	12.8052852	24.001922	11.342112	8.665537
ENSG00000165553	33.558	127.728	29.1879	4.37427
ENSG00000165555	0.5030712	0.791315	3.32872	0.847325
ENSG00000165556	0	0.0160063	0.1747695	0.1668184
ENSG00000165566	25.48568	10.10557	17.53435	29.0591
ENSG00000165568	1.1886355	2.335855	3.3871357	3.096319
ENSG00000165572	12.2646	18.7855	8.44956	8.18692
ENSG00000165583	0.0578969	0.225353	0.274212	0.538848
ENSG00000165584	0.125454	0.2419753	1.802932	0.8305018
ENSG00000165588	4.418979	0.4496571	1.05139040104	3.340854
ENSG00000165591	7.20744	10.34974	1.977875	3.151408
ENSG00000165606	0.502672	0.117297	0.0601357	0.127622
ENSG00000165609	24.083787	16.977342	56.603758	27.5706
ENSG00000165617	2.73349	2.211417	7.56814	4.62674
ENSG00000165621	1.7000551	0.2778127	0.522926	1.211862
ENSG00000165623	0.0364724	0.133443	0.456173	0.972603
ENSG00000165626	3.2374626	5.3870482	9.113863	7.5380566
ENSG00000165629	213.787044	150.860457	106.00419734	167.030083
ENSG00000165630	9.543155	9.320019	11.349684	7.4315633
ENSG00000165632	12.945	11.0919	12.912	8.61707
ENSG00000165633	6.0843	3.9945971	10.071503	7.50199
ENSG00000165637	133.945952	90.769705	137.825005	110.006942
ENSG00000165643	5.0011042	1.9572678	0.3960473	3.63021
ENSG00000165644	28.631622	19.627918	18.283114	13.94876
ENSG00000165646	34.983144	0.948098	0.6778798	13.984868
ENSG00000165650	7.7061644	4.5667706	9.723057	7.06513
ENSG00000165655	5.65179	5.49809	18.4232	5.56869
ENSG00000165660	6.62313	7.06644	7.24761	5.88832
ENSG00000165661	4.36294	6.69798	9.588798	4.93243
ENSG00000165669	44.889822	41.907766	48.806755	42.713936
ENSG00000165671	10.2404805	13.105508	29.16364	17.20045
ENSG00000165672	61.851789	80.132681	114.281114	68.195861
ENSG00000165675	4.9252330871	4.951749	6.156344	6.985056
ENSG00000165678	177.416	119.477	121.59	123.473
ENSG00000165682	0.07800096	0.2455534	0.9613418	1.156276
ENSG00000165684	6.395614	6.377501	8.000008	6.2674161
ENSG00000165685	3.6187249	0.5521231	4.519008	2.545341
ENSG00000165688	40.138745048716	31.560831	32.11869	36.280575
ENSG00000165689	20.945375	17.104143	42.449779	18.067629
ENSG00000165694	0.0111471	0.0487033	0.0544908	0
ENSG00000165695	5.2575352	4.919761	7.9493079	4.2685539
ENSG00000165698	22.98872	18.85401	40.97021	15.63051
ENSG00000165699	15.3672532406036	15.9035463376891	21.0940756340613	16.0054670945
ENSG00000165702	0.5964174	0.7161895	1.364808	1.6957
ENSG00000165704	67.79221	81.91911	29.6151	26.105097
ENSG00000165714	10.083783	6.506886	5.58859	7.4163
ENSG00000165716	39.99066	35.02062	16.55753	23.28826
ENSG00000165724	20.128312	19.071276	20.84359	11.577669
ENSG00000165730	10.649074	11.350489	19.12545	10.451274
ENSG00000165731	5.4355411	5.062266556321	0.92602858256	1.9316814
ENSG00000165732	16.204454	14.35247	16.597096	16.75435
ENSG00000165733	5.813	6.08986	7.27762	5.08262
ENSG00000165752	43.210804	34.911507	29.99152	23.778140000883
ENSG00000165757	9.32715	4.058274	7.255744	10.1698
ENSG00000165762	0.0767788	0.4413356	1.0308656	0.9349682
ENSG00000165775	119.712892	71.935272	125.242789	97.52738
ENSG00000165782	28.5835020068693	37.096133	41.02935	28.4432
ENSG00000165792	28.2715483412803	18.7874616	32.4796642	26.9897303
ENSG00000165794	0.0551898	0	0.161813	0.120553
ENSG00000165795	1089.81384689553	711.5979964	1411.59038824188	1254.3703745006
ENSG00000165799	0	0	0	0.135704
ENSG00000165801	20.493009	19.9355257	46.58583	23.255105
ENSG00000165802	97.5686797	109.606419	148.392981	88.4510196
ENSG00000165804	20.7583941	23.9524014	38.705154	20.057099
ENSG00000165805	4.49352	12.563393	20.385762	25.1311488
ENSG00000165806	3.908561086624	2.462554	13.55436193	3.58061916982
ENSG00000165807	1.851251	1.906338	2.580173	2.498226
ENSG00000165810	7.3677062	4.2738236	10.148189	11.638612
ENSG00000165813	4.765373	7.154756	6.8912468	5.1121944
ENSG00000165816	0.5393362	0.5591942	0.813577	1.117014
ENSG00000165819	22.238673	17.239738	35.073576	23.586237
ENSG00000165821	36.295141599	33.4023557	58.96507	23.985209
ENSG00000165828	0.777411	0.633151	1.114774	1.429146
ENSG00000165832	6.076393	10.139523	7.784249	5.040466
ENSG00000165837	0.878532	1.663385	2.2622596	2.760614
ENSG00000165841	0.4134	0.540697	1.0662843	1.117465
ENSG00000165861	11.070659	7.789175	20.783131	11.646215
ENSG00000165863	8.616436	8.856038	6.778375	12.19629
ENSG00000165868	33.9933590115925	26.6658583368679	25.9056231182573	31.37321413
ENSG00000165874	0.664109	0.109635	0.987428	1.038864
ENSG00000165879	4.893085	4.31581	4.619326	3.573361
ENSG00000165886	20.4219	11.9716	24.617	19.2409
ENSG00000165887	2.9861361	0.4732541	2.30883992	5.545037
ENSG00000165891	0.0309349	0.193533	0.7408275	0.2652321
ENSG00000165895	2.273477	2.3287674	9.842611139	5.342781
ENSG00000165898	23.035511	18.996942	35.30265	20.632916
ENSG00000165899	0.07362754	0.2839286	0.3590951	0.3639377
ENSG00000165905	0.1816908	0.26739881426229	0.6192633982172	0.7436361
ENSG00000165912	28.6074531	9.8071159	27.784097	29.392903
ENSG00000165914	55.9522049	46.48511	41.33189	44.079665
ENSG00000165915	25.4682993	19.636756	29.517622	31.577928
ENSG00000165916	194.4478059654	100.0567545	101.3901783	151.737966
ENSG00000165917	0.6177003	0.08201020141	0.574445	3.013864
ENSG00000165923	0.6833623	2.9698698	6.9193522	2.7436779
ENSG00000165929	5.00357e-11	0.4261686	3.187504	0.7820813
ENSG00000165934	6.4997591	5.833788	19.82513	11.036252
ENSG00000165935	0.3093758	0.7445952	0.922292	0.749775
ENSG00000165943	96.61718	87.6139	45.99922	48.68122
ENSG00000165948	34.112567	28.9021	36.046836301	15.3246713
ENSG00000165949	108.2032349	63.3231835	92.437252	78.616134
ENSG00000165953	0	0	0.0795002	0.5892269
ENSG00000165959	9.5864035929	2.9779695	6.215936	10.13274
ENSG00000165966	2.8895096	3.232486	3.02228017866	5.20408
ENSG00000165970	0.0512433	0.0959419	0.1148254	0.4885298
ENSG00000165972	0.608163	1.182579	2.4716205	2.615708
ENSG00000165973	4.892119	7.4747999	1.627214	3.8030699
ENSG00000165983	9.527149	15.804652	4.24432	2.0678466
ENSG00000165985	3.350987	5.489083	1.36546	0.7787572
ENSG00000165995	12.594576	24.42737905003	19.0859132268173	22.8972932391586
ENSG00000165996	8.752511	12.563861	7.264251	9.157318
ENSG00000165997	2.38085	3.23598	3.79219	2.25672
ENSG00000166002	15.70982	25.52738	24.465269	8.098741
ENSG00000166004	5.4070069	8.535099	6.4847689	6.024159
ENSG00000166006	15.3575346	13.041348	3.8454000167105	5.119072
ENSG00000166007	0	0	0.0424636	0.0409095
ENSG00000166012	64.178586	81.345605	74.232212	57.329548
ENSG00000166013	0.0555523	0.0677938	0.166907	0.155461
ENSG00000166016	7.978162	3.511798	8.345087	9.65847
ENSG00000166024	7.8887317	4.9276540613023	9.40810200011735	5.051626
ENSG00000166025	2.510695	6.359244	9.381819	3.496146
ENSG00000166033	453.006	166.8611	224.4966	367.9725
ENSG00000166035	0.7471364	0.4766531	1.1488565	4.188875
ENSG00000166037	9.354487	15.717896	17.632921	11.7280008
ENSG00000166046	4.37742	5.9071595	23.035167	14.531693
ENSG00000166049	0.0146233	0.017849	0.0777343	0.0539368
ENSG00000166068	8.890066	8.940276	13.22309	8.249915
ENSG00000166069	0	0.15808823	0.764904	2.0463557
ENSG00000166073	7.9428028	15.97347	12.696437	4.9308214
ENSG00000166086	58.637137	18.305711	45.961376	68.650619
ENSG00000166090	0.0376405	0.0918571	0	0.47563
ENSG00000166091	188.22339	30.301292	43.10875	201.72639
ENSG00000166104	0.00710354	0.02304507	0.1159625	0.224278
ENSG00000166105	4.0592153	8.1898892	6.154266	7.392488
ENSG00000166106	0.320206	0.314501	0.298966	1.88772
ENSG00000166111	14.221931	19.11363	4.404483	7.325061
ENSG00000166118	0	0.273411	0.0504655	0.2160702
ENSG00000166123	29.535707	18.848862	67.84329	40.631347
ENSG00000166126	0.7333168	0.925923	0.3657857	0.3197768
ENSG00000166128	7.953211	8.134613	12.21966	7.684372
ENSG00000166130	2.471936	2.298012	5.83234	2.758767
ENSG00000166133	11.40085	9.52082	9.431766	9.38988
ENSG00000166135	5.868777	6.20044	13.650479	9.373203
ENSG00000166136	610.4205646	519.13337	325.027832	387.212857427472
ENSG00000166140	48.116249	21.699094	44.313821	35.082321
ENSG00000166143	0.1559283	0.228775	0.675347	0.710039
ENSG00000166145	1.9256958	1.12092750029913	5.940537	3.113703
ENSG00000166147	5.9335019	4.1666618	10.9059873	9.8673233
ENSG00000166148	0.20776334	0.278173	0.202162	0.338612
ENSG00000166152	0	0.114796	0.154085	0.222128
ENSG00000166153	1.058915	2.7432764	2.34176	2.9989629
ENSG00000166159	3.8511077	4.299488	0.5469468	2.2926153
ENSG00000166160	0	0	0	0
ENSG00000166164	39.87661	31.998891	55.487324	37.950032
ENSG00000166165	2237.429252	986.68853	1471.06762	1705.985826
ENSG00000166166	14.9132	8.33516	11.533598	11.658
ENSG00000166167	14.2097031	13.8617815	13.00543	9.4604523
ENSG00000166169	16.340664	14.758581	16.8125450235263	15.304423
ENSG00000166170	9.6381715	8.1588994	13.372394	10.1819758
ENSG00000166171	79.09652	53.385987	74.377802	45.72024
ENSG00000166173	94.428318	31.437526	39.781709	116.57177
ENSG00000166181	30.1805164	22.8452229	32.56028548951	30.9749365
ENSG00000166183	1.1963845	0.7524097	0.5211225	1.1663807
ENSG00000166188	3.228693	3.73086	6.87873	3.0321
ENSG00000166189	6.6948	5.3989	7.39467	4.45041
ENSG00000166192	2.741007	3.230824	4.3515043814	1.9649863
ENSG00000166197	27.05276413858	24.818777167691	31.17864205	23.492892703
ENSG00000166199	23.4369177	14.9748583	13.74629393	22.356024
ENSG00000166200	28.160261	26.916973	51.668668	32.892628
ENSG00000166206	10.502177	31.0697462	16.8773059	10.07178635
ENSG00000166211	0.0411793	0.025122	0.168387	0.380171
ENSG00000166220	0	0	0	0.0242953
ENSG00000166224	7.0078349	7.9064143	20.472535	11.5067748
ENSG00000166225	4.1173009895	4.97037403704	10.669076	8.0107828
ENSG00000166226	95.6619181	94.236721	101.987541	66.639372
ENSG00000166228	140.11066	137.59933	200.5763	66.63117
ENSG00000166233	17.224691	15.8892041	31.48991	20.145861
ENSG00000166246	4.659651	3.243207	11.346198	3.655493
ENSG00000166250	0.869784	1.609938	2.68	2.504391
ENSG00000166257	23.0707231221033	34.9358056	7.341724917	9.336789852583
ENSG00000166260	36.760596	39.666578	45.320302	32.422169
ENSG00000166261	2.8868096	3.4733705	5.348487	3.7679085
ENSG00000166262	7.3689794	7.526687	15.584736	13.170307
ENSG00000166263	1.7125895	2.8944213	4.594793	3.2291006
ENSG00000166265	2.153527	2.39452	5.454534	3.862223
ENSG00000166266	9.808457	8.380528	10.795971	8.6142679
ENSG00000166268	0.673793	1.8657833007484	0.8950894	0.772362
ENSG00000166272	21.8064	16.652954	34.44938	21.27975
ENSG00000166275	31.51885	31.15883	28.97502	26.35917
ENSG00000166278	1.30472570101948	0.118994	5.7910859	1.3591734
ENSG00000166289	11.072435	5.0620622	9.193686	20.686134
ENSG00000166292	4.430277	11.0249141	4.516322	5.8004004
ENSG00000166295	47.06167	37.17988	118.90691	46.46122
ENSG00000166311	62.1701229	27.834697	46.851501	57.066281
ENSG00000166313	294.99362433157	141.2114609	127.55097397828	222.625278
ENSG00000166317	1.4342719	1.05694	1.290144	1.597725
ENSG00000166321	4.613192	3.022236	4.4882304	3.119021
ENSG00000166323	2.0297194409311	0.8713518421643	2.894194462993	1.573536
ENSG00000166326	19.5111	16.014218	21.85842	17.0853
ENSG00000166329	0.170213	0.207603	0.111956	0.590405
ENSG00000166333	62.0714610091765	43.19619699505	87.686855	69.674915092987
ENSG00000166337	196.558609	134.11322	191.309525	173.627234
ENSG00000166340	75.3044279	41.574411	151.793176740257	60.3624002125441
ENSG00000166341	2.82071	6.45924	4.62244	2.38873
ENSG00000166342	2.6564684	4.685964	1.842718	2.773428
ENSG00000166343	0.920312	1.822296	2.84837	2.196684
ENSG00000166347	34.4910141	28.005666	60.718922	51.4300033
ENSG00000166348	39.7226391352	23.6882190013653	53.977376	65.911597886
ENSG00000166349	1.03916343	0.6502557	0.284308	0.7816475
ENSG00000166351	0.269627	0.4949762	0.3519236	0.462854
ENSG00000166352	35.4988214168	32.6934233745	45.7969317	32.963456
ENSG00000166359	0.670304	0.891443	0.5716472	1.230629
ENSG00000166363	0.0275374	0	0.135489	0.0867374
ENSG00000166368	0.0285256	0.034797	0	0.224663
ENSG00000166377	16.7007564	17.0668215	19.482725	28.1915947108
ENSG00000166387	17.124409	7.558078	18.0263173	18.2472
ENSG00000166391	0.0240964	0.04411164	0.0392779	0.3153683
ENSG00000166394	32.256894	6.2642803	8.715007	50.640687
ENSG00000166396	0	0.06780926	0.19606870116054	0.08792977
ENSG00000166398	3.3782961	7.156635	14.048615	10.8388766
ENSG00000166401	3.686147	4.1703484	5.4302018	6.2953439
ENSG00000166402	16.9579986	25.744015	24.891309	13.23221
ENSG00000166405	20.202752	27.52811941	22.688316	17.7502696
ENSG00000166407	8.109948	4.399276	3.426537	2.984078
ENSG00000166408	0	0	0.0469284	0
ENSG00000166411	65.315026	60.94686	69.8840107	59.645767
ENSG00000166415	0.5347086	0.719717	1.9209467	3.2743369
ENSG00000166426	166.162388	62.073537	56.7638	101.36639
ENSG00000166428	41.888086	13.809537	21.634551	27.392295
ENSG00000166432	27.64533	25.76482164	23.86115	24.86955
ENSG00000166435	11.4821966	8.9705101667448	13.335873	9.013157
ENSG00000166436	1.968544	2.9795295	2.7708433	1.8752774
ENSG00000166439	1.30277	1.68831	4.41254	1.5754
ENSG00000166441	876.55342	421.010362	657.989327	582.367173
ENSG00000166444	23.7229016017296	26.6426122213856	75.6803267	28.8019406
ENSG00000166446	2.0535709	3.1834241	3.3862843	3.504709
ENSG00000166448	176.034133	244.45565	45.606941	65.174736
ENSG00000166450	0.781891	0.5450482	1.1189335	1.161833
ENSG00000166451	5.531043	3.4770526	5.648098	8.643231
ENSG00000166452	25.281624	24.02033	37.440801	21.21644661811
ENSG00000166454	16.58182	15.9678187001945	17.519348	14.6014103
ENSG00000166455	2.6593643	3.0630298	5.60147	1.688622
ENSG00000166471	11.80162613944	14.1208037	9.57001987	12.2854548916
ENSG00000166473	2.2103626	5.101752	3.3472971	5.89722660038062
ENSG00000166477	12.390835	13.029457	13.545649	10.499
ENSG00000166478	10.2888217	11.2170848	24.606421	11.378438
ENSG00000166479	12.2122761	17.4229241	18.8565996	15.6294891
ENSG00000166482	6.431869	5.098173	30.857209	32.785576
ENSG00000166483	1.882318	3.201696	15.596273	3.626848
ENSG00000166484	5.9642866	6.6737534	11.8516298	6.291202
ENSG00000166492	0	0	0	0
ENSG00000166501	14.05955	9.324809	7.6515837	13.18492
ENSG00000166503	48.738419	62.886613	50.16791	41.795729
ENSG00000166507	9.50295	12.6224	18.325153	15.353338
ENSG00000166508	50.8480780067789	26.97466	37.472051	45.7084939
ENSG00000166509	1.1551437	1.2026306	1.8178597	2.1889932
ENSG00000166510	1.436714	0.711595	1.0814728	1.905917
ENSG00000166523	0.92734	2.7719321	6.633978	9.277878
ENSG00000166526	58.453544	42.2609756	22.64728644	19.166989
ENSG00000166527	0	0.0582598	0.272334	0.54361
ENSG00000166529	7.0679261	5.907454	11.879749	7.44557200044803
ENSG00000166530	0	0	0.456885	0.86041
ENSG00000166532	26.5914163	39.795137	48.815501	37.239428
ENSG00000166535	3.699367	3.1987593	4.542519	7.0802698
ENSG00000166546	4.445533	3.726611	1.8726988	3.992047
ENSG00000166548	57.0699826	51.1238985315176	59.57378373354	74.14612829
ENSG00000166557	55.510185	53.380903	37.553504	33.2483054
ENSG00000166558	8.352833	2.389113	0.981826	4.235586
ENSG00000166562	248.3163531	168.122855	514.77879	205.8699
ENSG00000166569	0	0.2037397	0.404509	0.563165
ENSG00000166573	0.585457	0.934484	0.570669	0.630747
ENSG00000166575	6.535443	8.161806	14.820373	9.220781
ENSG00000166578	2.916907	3.66959	15.10655	4.012384
ENSG00000166579	34.8404583	33.94663428167	32.325571	30.525268
ENSG00000166582	43.268849	53.32822	20.68859	28.938451
ENSG00000166589	0	0.1410893	0.120407	1.4242362
ENSG00000166592	7.558029	1.827436	4.75183	14.350607
ENSG00000166595	251.33551	164.584753	264.214546	196.364158
ENSG00000166596	1.8382542188262	13.14987	44.763815	5.600946
ENSG00000166598	225.2467236	174.1124885	369.409981147617	174.28320097874
ENSG00000166603	1.22691	8.9326	0.682308	0.328598
ENSG00000166619	143.6440318	211.138061	106.182424	80.84239
ENSG00000166634	0.070682	0.201098	0.547314	1.07654900012792
ENSG00000166664	1.085077	1.261248	3.325309	2.5775985
ENSG00000166669	9.349734	12.86384049802	9.274543	9.483327396407
ENSG00000166670	0.105558	0.148783	2.29779	0.0638487
ENSG00000166676	10.3534226	9.9895773	7.668536	7.932518
ENSG00000166681	1024.051259	895.791495	646.954174	556.672828
ENSG00000166682	48.338849	5.590315	18.26454	76.397657
ENSG00000166685	35.3764498	37.760498	21.0083559	23.632644
ENSG00000166689	7.4701269	13.219716	32.082313	13.0865455108113
ENSG00000166693	0.0563028	0	0	0.0886808
ENSG00000166704	4.5342951	4.76306812658	9.358865	7.17227
ENSG00000166707	5.1814157	13.068242	9.843601	3.46539
ENSG00000166710	480.695627	544.750759	1062.801767	934.4812771
ENSG00000166716	6.89515	5.616085	10.210950410254	8.43433
ENSG00000166734	34.0628346	47.823137	83.883406	46.997708
ENSG00000166736	0.058983174204	0	0.12054193302	0.31812196657
ENSG00000166741	3.67030900381665	3.506773530528	20.812794	43.944831
ENSG00000166743	0.0745949	0.1650526	0.40330280140212	0.761117
ENSG00000166747	14.6332336	13.82340863566	24.8633576	17.7200697
ENSG00000166750	1.9896961	1.2990575	2.93533	3.5608937
ENSG00000166762	11.5203932	6.674562	6.7060525	8.1637637
ENSG00000166763	0.579112	0.527355	0.3953609	0.4423046
ENSG00000166780	85.91133811	114.7412981	62.9418034	72.6106403
ENSG00000166783	11.7570797	11.2206881	17.8042637	7.79485573
ENSG00000166787	0	0	0.183859	0.391824
ENSG00000166788	11.003592	10.00748	12.855068	8.7490390361779
ENSG00000166793	31.973076	24.989441	14.685702	17.433584
ENSG00000166794	323.606255	207.917023	370.43803	292.282988
ENSG00000166796	0.680658	0.520949	1.0212131	1.2044717
ENSG00000166797	44.051366	37.349689	63.23276	39.199372
ENSG00000166800	0.561849	0.6111891	0.669458	0.704058
ENSG00000166801	3.336739969	3.180535	11.2902790995546	5.47313394445577
ENSG00000166803	5.864766	9.9522808	18.764053	21.768936
ENSG00000166813	3.7150491	4.775799	9.46703	4.05924
ENSG00000166816	27.667059	19.028157	15.747348	22.702691
ENSG00000166819	9.5791584	3.580511	20.472035	13.315455
ENSG00000166821	5.718158	6.6433937	15.887659	5.941913
ENSG00000166822	8.553631978	10.586224	21.320080115959	12.335151
ENSG00000166823	16.31073	22.38101	6.82601	4.6451
ENSG00000166825	0.4306178	0.755838	1.2742706	4.5026522
ENSG00000166828	0.0779892	0.341115	0.602503	0.917878
ENSG00000166831	1.246343	1.031495	4.01474	9.69521
ENSG00000166833	5.6627395	5.8862488	9.7722139	7.436356
ENSG00000166839	12.363137	11.8515459	11.8688486437	9.834269
ENSG00000166840	1.2265674	1.11840229844	2.5817888	2.8445232
ENSG00000166845	1.028021	0.472211	2.2011169	1.4371713
ENSG00000166847	18.1078726	14.3733608	16.970681	16.001378
ENSG00000166848	264.0720566	283.3491074	203.713241	152.8027793
ENSG00000166851	1.7402759	2.0327157	2.6630321	1.837255
ENSG00000166855	9.1216623	11.208766	18.421996	14.300562
ENSG00000166856	0.0265266	0.0161893	0.0970772	0.0208137
ENSG00000166860	0.989759	0.976034	1.86532	1.09385
ENSG00000166862	8.6968305	13.0734425	2.6998806	3.4866846
ENSG00000166863	5.969291	14.260668	3.14450847	5.903063
ENSG00000166866	0.4766223	0.234031	0.26815014	0.7643947
ENSG00000166869	0.791135	0.91009	1.347	9.02351
ENSG00000166881	1.503714	1.3664357	5.244502	1.929227
ENSG00000166884	0	0	0.319875	0.0877555
ENSG00000166886	14.210503	13.610187	37.40522	16.937595
ENSG00000166887	37.4148	32.9378597	38.235167	31.600871
ENSG00000166888	14.803072	17.9419641	64.9019698	50.4799486
ENSG00000166889	5.00379	5.457852	15.785544	5.959596
ENSG00000166896	5.290988	12.060217	18.031831	27.366762
ENSG00000166897	6.161595	9.934229	3.217249	3.359929
ENSG00000166900	6.229331	5.765621	10.870713	9.371843
ENSG00000166902	41.219135	29.833606	35.705875	32.433044
ENSG00000166908	11.0175959	8.59285460181702	17.73771	11.722525
ENSG00000166912	26.3413424	8.6536947	31.6791184	29.1770556
ENSG00000166913	320.529982	236.5896827	148.878547	200.040134
ENSG00000166920	0.4440712	0.220571	1.613425	0.487181
ENSG00000166922	124.2899265	107.752863	34.0359705	57.02146125
ENSG00000166923	0.202537	0.50590514	0.74416	1.3138468
ENSG00000166924	31.15238	45.31693	28.30097	23.04859
ENSG00000166925	938.541983	334.546666	432.34873	996.834679
ENSG00000166926	0	0.1512365	0.4370222	0.1963482
ENSG00000166927	7.6410384	6.3342005	34.7339	11.5638853
ENSG00000166928	1.2996715	2.113785	7.234428	1.141484
ENSG00000166930	0	0.0700495	0.638599	1.0090693
ENSG00000166938	22.4732108	16.1887439	25.179744	20.716956
ENSG00000166946	51.432043	47.465703	45.563841	44.318813
ENSG00000166947	0.0445776	0.0882445	0.31878	1.5268190609101
ENSG00000166948	0	0	0.0822763	0.2281879
ENSG00000166949	4.928229	4.738094974	16.7885576404	11.1389040105
ENSG00000166959	0.113319	0.252506	0.264385	0.7690515
ENSG00000166960	0.22187470543592	0.752584959	0.2936734	0.5288684
ENSG00000166961	0.21626	0.146627	0.548371	0.736156
ENSG00000166963	131.69291	70.53376	52.818	72.15698
ENSG00000166965	9.585138	10.434688	15.984252	5.932103
ENSG00000166971	59.444625	46.2005833	77.849848	55.829529
ENSG00000166974	61.689632	44.240563	45.0352789	56.016655437
ENSG00000166979	17.551182	17.880766	21.76714	35.031689
ENSG00000166984	0.5043009	0.6780197	0.2888923	1.1753767
ENSG00000166986	74.8217723001494	69.1407638	80.769795	59.428613
ENSG00000166987	10.2114671	11.698403	26.275612	16.064984
ENSG00000166997	13.774302	9.619348	28.702365	13.249877
ENSG00000167004	123.906746	90.609272	251.27694	118.210149
ENSG00000167005	30.405985	38.2313029	36.264423	29.787192
ENSG00000167011	2.141197	3.48439	2.432953	3.459707
ENSG00000167014	0.211564	0.214933	0.8541285	0.780548
ENSG00000167034	1.41054	0.962702	2.27349	1.69968
ENSG00000167037	16.71509	24.455071	11.321742	7.501201
ENSG00000167065	7.651746	9.920027	19.6011389	11.184106106731
ENSG00000167074	21.355378	20.33034	19.96173	17.014561
ENSG00000167077	11.4702917	3.9188872	3.1676058	9.8429202
ENSG00000167080	0.916519	1.53755	3.1690615	2.0583802
ENSG00000167081	13.54262	10.7286568	23.68358362	11.861899
ENSG00000167083	3.706566	0.4007093	2.735107	3.027301
ENSG00000167085	96.3448338	64.4134281	99.9631005	79.1566628
ENSG00000167088	37.277479	30.9482	35.925321	20.13033
ENSG00000167094	0.260873	1.366573	0.920677	1.198557
ENSG00000167098	0	0.0267643	0.2013925	0.5667783
ENSG00000167100	19.482496	25.417377	17.861586	14.7292935
ENSG00000167103	4.2056262	5.018394	3.2232208	3.594803
ENSG00000167104	0.0723013	0.0220558	0.0295349	0.227366
ENSG00000167105	0.2029924	0.0719457	0.357827	0.229153
ENSG00000167106	64.62124	34.032565	80.73444	75.681052
ENSG00000167107	20.1173699	12.6604217	37.6522815	24.435273
ENSG00000167110	66.2130576636	65.937941571437	64.533754	72.748941
ENSG00000167112	37.691848	21.072282	20.98261	24.49772
ENSG00000167113	64.051455	60.5131	49.33986	45.79106
ENSG00000167114	57.1188	30.9198	15.00286	33.8443
ENSG00000167117	0.994254	1.8153381	2.2237784	2.827405
ENSG00000167118	50.922335	27.077082	44.294163	63.680477
ENSG00000167123	343.019419	53.0832886	85.598396	269.209576
ENSG00000167130	14.090025376	11.555722	8.24366	11.361056
ENSG00000167131	2.4910542	2.420278	7.127707	3.176606
ENSG00000167136	57.0547	28.2716	51.956	46.2667
ENSG00000167139	0	0.0239072	0.19221	0.369789
ENSG00000167157	0.151894	0.417012	1.3966	0.776321
ENSG00000167165	0.0384773	0.0584448	0.0573024	0.3413274266266
ENSG00000167173	3.7949644	3.8607287903	8.000054	4.218632
ENSG00000167178	1.85333200006253	11.19351809379	4.0782057	3.66777400293501
ENSG00000167182	12.5371003	10.984344	26.702279	22.268772
ENSG00000167183	0.0318106	0.0970455	0.155799	0.0999978
ENSG00000167186	14.2630688	13.161068518181	28.49064	12.391802
