sample_ERR1709728	sample_ERR1709727	sample_ERR1709726	sample_ERR1709725
ENSMUSG00000051258	0	0	0.0221485	0
ENSMUSG00000051262	8.51255	7.7026	8.85299	7.4266
ENSMUSG00000051276	0	0	0	0
ENSMUSG00000051278	3.77030943919	4.228154	5.172445	3.883642
ENSMUSG00000051279	0.087636	0.109523	0.190065	0.285964
ENSMUSG00000051285	94.9016000214071	90.0175568485	111.6821	108.59089
ENSMUSG00000051306	10.863246	10.05646906	8.930475	10.129644
ENSMUSG00000051313	0.672717	0.554381	0.583987	0.641805
ENSMUSG00000051314	0.0884462	0.3223936	0.0765671	0.0805554
ENSMUSG00000051316	15.9679	14.9375	14.6062	16.5071
ENSMUSG00000051319	50.4285	54.3068	49.798	56.418
ENSMUSG00000051323	35.11322	29.62158	27.31117	29.27381
ENSMUSG00000051329	12.10225	17.95608	16.84339874	13.794991
ENSMUSG00000051331	27.2519661067254	26.9036622747439	29.2177898491	34.07732093
ENSMUSG00000051335	13.7893	14.505974	20.657569	17.0221
ENSMUSG00000051339	5.7295	6.846437	6.266098	6.50397
ENSMUSG00000051340	5.08263	5.85721	5.36032	6.53059
ENSMUSG00000051341	7.68077	7.81191	7.95187	9.05241
ENSMUSG00000051343	45.63526	45.895992	41.981953	43.05992
ENSMUSG00000051344	22.50183	22.615141	24.802744	31.69917
ENSMUSG00000051346	8.61612	7.66424	8.04625	7.84388
ENSMUSG00000051351	14.58638	16.183509	17.466384	18.64992
ENSMUSG00000051354	4.673743	4.003777	3.609274	6.24372
ENSMUSG00000051355	74.72008	65.57221	63.42583	63.00343
ENSMUSG00000051359	283.166555	291.63011	252.395442	264.010714
ENSMUSG00000051361	0.366003	0.315429	0.328436	0.47062
ENSMUSG00000051362	0	0	0	0
ENSMUSG00000051367	0.780396	1.179829	1.439942	1.698909
ENSMUSG00000051373	13.431	15.20048	13.974137	13.79345
ENSMUSG00000051375	24.463288	25.51092	24.26585	31.05408
ENSMUSG00000051378	0.233076	0.233028	0.182112	0.173839
ENSMUSG00000051379	26.915614	27.57472	24.960989	29.81954
ENSMUSG00000051390	14.7255	15.7847	14.5922	15.9052
ENSMUSG00000051391	482.13121	471.82749	433.707624	462.23248
ENSMUSG00000051392	1.94124	1.24143	1.68407	1.85541
ENSMUSG00000051396	5.84757	7.051807	6.930562	6.42535
ENSMUSG00000051397	1.19533	0.632014	0.91732	0.342897
ENSMUSG00000051401	21.993718	21.534806	22.095369	28.573343
ENSMUSG00000051403	48.43355	49.98237	41.94719	46.87482
ENSMUSG00000051413	1.414233	1.120743	1.978697	1.953939
ENSMUSG00000051414	1.87204	2.15089	2.17411	1.68902
ENSMUSG00000051424	0	0	0	0
ENSMUSG00000051427	17.59295	19.93645	16.579543	18.51446
ENSMUSG00000051431	3.4634	3.24356	3.3724	3.20559
ENSMUSG00000051435	20.332901	25.058334	16.12133	23.175378
ENSMUSG00000051437	0	0	0	0
ENSMUSG00000051439	1.56085	1.81962	2.343776	2.059497
ENSMUSG00000051444	8.29394	6.56454	7.89961	7.48189
ENSMUSG00000051451	110.3350501	103.789540965	109.175078	114.38398983
ENSMUSG00000051452	1.84735	1.15436	1.03025	0.861152
ENSMUSG00000051455	0.840563	0.735343	0.947968	0.846358
ENSMUSG00000051456	0.661703	0.82696	1.4351	1.43946
ENSMUSG00000051457	0.581493	0.4348314	0.460148	0.597866
ENSMUSG00000051469	51.9097	50.80079	46.17454	52.42643
ENSMUSG00000051481	0	0	0	0
ENSMUSG00000051483	81.64809	73.5159771	66.118933	69.160447
ENSMUSG00000051486	4.66753	4.50637	5.29681	4.95382
ENSMUSG00000051490	0	0	0	0
ENSMUSG00000051493	0.175874	0.110132	0.0382254	0.0823203
ENSMUSG00000051495	44.1927	44.5928	37.6137	40.4021
ENSMUSG00000051497	24.7353965651	24.3991	24.2885250006218	22.9563
ENSMUSG00000051498	0.867016	0.3003125	0.3760767	0.340334
ENSMUSG00000051499	5.665336	5.37748	6.053536	8.13128
ENSMUSG00000051502	22.83713	20.78497	16.150787	16.4466
ENSMUSG00000051503	0.493435	0.57262	0.917283	0.854349
ENSMUSG00000051504	12.598777	13.88020137314	15.5816699	14.18557
ENSMUSG00000051506	2.847956	1.542833	1.097032	1.789642
ENSMUSG00000051509	5.30864	4.38436	4.90346	4.87333
ENSMUSG00000051510	44.84133	43.92413	43.43707	46.722019
ENSMUSG00000051515	23.5248	19.4434	15.7851	17.6872
ENSMUSG00000051517	2.4444681	1.732406	0.978364	1.358541
ENSMUSG00000051518	27.80531	27.434845	25.17167	24.147908
ENSMUSG00000051527	151.98209	154.431740000778	113.24054	147.70974677
ENSMUSG00000051528	0	0	0	0
ENSMUSG00000051537	38.3635	32.0618	35.7866	37.5848
ENSMUSG00000051548	0	0.296447	0.102811	0.225011
ENSMUSG00000051550	6.918559	6.080367	8.384626	9.00037
ENSMUSG00000051557	29.92276	29.60551	26.85649	28.91828
ENSMUSG00000051579	69.137709	61.09092	70.025028	63.058493
ENSMUSG00000051582	0	0	0	0
ENSMUSG00000051586	47.4797560140197	47.465072996	46.604115333858	50.0206666423299
ENSMUSG00000051590	5.445356	5.23205	4.58547	5.436902
ENSMUSG00000051591	0	0	0	0.147937
ENSMUSG00000051592	0.0675319	0.0421988	0.043939	0.0314803
ENSMUSG00000051593	0	0	0	0
ENSMUSG00000051596	0	0	0.0433550323861	0.046592910691
ENSMUSG00000051599	2.55581	1.52391	2.533957	2.38319637
ENSMUSG00000051611	0	0.0271748	0.0465402	0
ENSMUSG00000051615	47.7243	45.4964	38.3236	44.387
ENSMUSG00000051617	0.545685	0.227322	0.210397	0.791385
ENSMUSG00000051618	0	0	0	0
ENSMUSG00000051627	57.1996	58.5089	44.8889	43.4698
ENSMUSG00000051639	0.646673	0	0.29948	0
ENSMUSG00000051648	0.0522317	0.179043	0.0679681	0.5967074
ENSMUSG00000051650	6.801918	8.947357	8.927999	13.38331
ENSMUSG00000051652	4.93208	4.73847	4.51096	5.22722
ENSMUSG00000051663	0.664805	0.528714	0.838883	1.01422
ENSMUSG00000051669	3.91182	3.62954	4.52478	1.87877
ENSMUSG00000051671	37.52595	43.4592974	36.6743	41.9226
ENSMUSG00000051674	104.336533046205	112.47181256437	97.634032	127.723782000441
ENSMUSG00000051675	91.8271	94.2968	83.712205	90.3343
ENSMUSG00000051678	3.304421	2.576814	2.934973	3.395158
ENSMUSG00000051680	0	0	0	0
ENSMUSG00000051682	0.0914451	0.454096	0.316268	0.338755
ENSMUSG00000051687	0.376113	0.427477	0.419076	0.632639
ENSMUSG00000051695	48.9258	52.0762	42.9719	54.7692
ENSMUSG00000051703	13.267743	13.581468	12.806724	13.76397
ENSMUSG00000051705	9.260252	16.7262881	13.3308200097939	15.92063
ENSMUSG00000051706	0.831815	0.629205	0.702627	0.734693
ENSMUSG00000051716	1.15892	0.651756	0.804307	0.541665
ENSMUSG00000051721	9.138296	9.40978	11.44128	10.0443
ENSMUSG00000051723	0	0	0	0
ENSMUSG00000051726	14.6578	14.3903	9.36308	15.9383
ENSMUSG00000051727	2.6401000634997	2.021467	2.9001972	2.428925
ENSMUSG00000051728	0	0	0.0253101	0
ENSMUSG00000051730	28.69662	32.36328	31.22412	29.95836
ENSMUSG00000051732	0	0.0755913	0.0787085	0
ENSMUSG00000051735	3.205175	3.061276	2.867513	2.448566
ENSMUSG00000051736	28.383307	29.630302	26.824417	24.59045477165
ENSMUSG00000051747	3.899668817	3.3685853	3.10881475	2.072900225
ENSMUSG00000051748	0	0.561181	0.389548	0.418641
ENSMUSG00000051768	24.230157	29.226197	26.812461	34.175979
ENSMUSG00000051769	0	0	0	0.360526
ENSMUSG00000051777	6.93779	5.72553	7.64135	5.11139
ENSMUSG00000051786	25.938118	22.399258	17.9754505	22.664661
ENSMUSG00000051788	0	0	0.102272	0
ENSMUSG00000051790	25.35276	23.83319	24.53277	33.11873
ENSMUSG00000051793	0	0	0	0
ENSMUSG00000051802	0	0	0	0
ENSMUSG00000051804	0	0	0	0
ENSMUSG00000051811	6.55362	6.645386	9.41806	4.94826
ENSMUSG00000051817	3.66222	3.8651516	4.390920397152	5.218110010554
ENSMUSG00000051827	0	0	0	0
ENSMUSG00000051839	0.430038	0.214975	0.22384	0.160371
ENSMUSG00000051851	225.143	230.326	184.729	218.262
ENSMUSG00000051853	130.49449	131.884621	125.646872	154.49844
ENSMUSG00000051855	56.887473	51.8537000102998	49.535220693	72.964078
ENSMUSG00000051860	1.136467	1.316303	0.714846	1.0041351
ENSMUSG00000051864	17.659981	21.39392	16.40581	19.98255
ENSMUSG00000051877	1.08484331	0.91363157	0.7723948	0.89058269
ENSMUSG00000051879	0.216235	0.360317	0	0.134398
ENSMUSG00000051885	0	0	0	0
ENSMUSG00000051890	17.93841	24.363	19.291584	24.06359
ENSMUSG00000051896	0	0	0	0
ENSMUSG00000051900	0.0583277	0	0	0
ENSMUSG00000051906	0	0.178873	1.05551	0.487638
ENSMUSG00000051910	15.138051	16.682814	15.476752001877	22.274853
ENSMUSG00000051917	0	0	0	0
ENSMUSG00000051920	1.708845	1.681065	1.5834792	0.9810127
ENSMUSG00000051934	16.596721	15.40375	15.159607	16.414679
ENSMUSG00000051936	0	0	0	0
ENSMUSG00000051940	2.12567	3.78277	4.61655	4.28398
ENSMUSG00000051950	7.08864	8.04527	7.122939122	7.859882
ENSMUSG00000051951	46.5774	46.2632	44.8524	53.8081
ENSMUSG00000051952	0.566206	0.884488	1.04361	1.4516
ENSMUSG00000051956	1.34092	0.761732	0.696031	1.267696
ENSMUSG00000051965	0.719256	0.513649	0.356554	0.670569
ENSMUSG00000051969	0.103958	0	0	0.0484605
ENSMUSG00000051977	4.28326987	4.081865112	4.792509	3.17735146
ENSMUSG00000051978	8.83332	10.3547	10.14435	8.39559
ENSMUSG00000051980	0.718333	0.93908723297	0.9246190123593	0.931858525919
ENSMUSG00000051984	0.509259	0.6980029	0.48452499	0.487949
ENSMUSG00000051985	0.1800447	0.0528804965	0.07809615	0.0789011652
ENSMUSG00000051989	30.794468	41.048792	30.305328	33.90215
ENSMUSG00000051998	0.6126	0.382796	0.2466898	0.253837
ENSMUSG00000052005	119.317	121.993	116.887	116.68
ENSMUSG00000052012	0.305307	0.276191	0.398605	0.20668
ENSMUSG00000052013	2.408446	1.636126	1.5079932	1.062311
ENSMUSG00000052014	0.744689	0.155112	1.2219	0.262631
ENSMUSG00000052025	0	0	0	0
ENSMUSG00000052026	37.03363	37.063404	29.992015	33.807473
ENSMUSG00000052031	36.5968	38.1455	33.5467	37.0811
ENSMUSG00000052033	68.6646	73.63433	75.07396	71.558388
ENSMUSG00000052040	20.779568	23.581279	24.102892	27.47156
ENSMUSG00000052056	2.07914000481183	1.9570398	2.28104	2.466748
ENSMUSG00000052058	0.517755	0.462561	0.626827	0.870732
ENSMUSG00000052062	6.763444	6.1418895	5.528357	6.066266
ENSMUSG00000052075	2.08513	2.46641	2.79006	2.18068
ENSMUSG00000052085	2.2995185	2.130443	3.200859459	2.4125814
ENSMUSG00000052087	6.39829	6.815111	5.629618313565	12.142164
ENSMUSG00000052099	0	0.11006738639	0	0
ENSMUSG00000052102	24.77084	26.86889	25.35516	33.7232100049175
ENSMUSG00000052105	31.2166335951	29.1012	31.518998	44.883383
ENSMUSG00000052117	0.495732	0.481863	0.286705	0.256764
ENSMUSG00000052131	0.76359	0.238573	0.0552025	0.355951
ENSMUSG00000052133	4.94442	5.278265	5.9659584	7.190282
ENSMUSG00000052135	3.16878	3.39976	3.00832	3.28873
ENSMUSG00000052137	34.1222	30.773800126697	28.6076	31.6899
ENSMUSG00000052139	36.5519845	33.170889	35.4725600036501	32.4107779294791
ENSMUSG00000052142	3.071763	2.001894	1.876369	2.7177143
ENSMUSG00000052144	69.40209	66.87511	69.26709	71.84655
ENSMUSG00000052146	558.6663	571.55017	473.78948789	472.94788
ENSMUSG00000052151	11.679958	9.505144	10.142951	11.06599
ENSMUSG00000052155	30.65698	29.01572	30.14658	38.81225
ENSMUSG00000052157	1.7612	2.07158	2.47157	1.44881
ENSMUSG00000052160	4.467197	5.879382	7.385146	6.836121
ENSMUSG00000052180	0.1226741	0.537617	0.5853376	0.5053863
ENSMUSG00000052182	0.024901	0	0	0
ENSMUSG00000052187	0	0	0	3.67683
ENSMUSG00000052192	0	0.68803	0	0
ENSMUSG00000052212	0	0.173428	0	0.160893
ENSMUSG00000052214	20.626693	20.678974	21.914416	20.999466
ENSMUSG00000052217	0	0	0	0
ENSMUSG00000052221	4.014775	3.635369	4.061924	4.592582
ENSMUSG00000052229	20.124	21.647	14.1219	18.3963
ENSMUSG00000052234	0.63888	0.943607	1.093087	0.812228
ENSMUSG00000052241	3.388	0.846827	1.91045	1.26347
ENSMUSG00000052253	60.08286	66.79205	55.99613	57.19933
ENSMUSG00000052270	0.191871	0.636349	0.602305	0
ENSMUSG00000052271	0.674592	0.448249	0.508145	0.419365
ENSMUSG00000052273	1.83730620038578	1.4948514	1.701191	2.3085220101693
ENSMUSG00000052276	0.227242	0.0709988	0.443555	0.317814
ENSMUSG00000052293	18.64453	20.17619	12.55194	17.601913
ENSMUSG00000052296	63.14743	62.70594	62.668286	64.70307
ENSMUSG00000052298	78.467385	80.094848	74.8636	79.06841
ENSMUSG00000052299	31.14433	31.28587	34.12637	32.99879
ENSMUSG00000052301	28.92263	30.62442	20.052099	25.075367
ENSMUSG00000052302	20.68808	21.75616	23.013254	23.077092
ENSMUSG00000052303	0	0	0	0
ENSMUSG00000052305	420.386491	432.456	455.131792	307.037544
ENSMUSG00000052310	29.7564	31.511	35.4176	31.825
ENSMUSG00000052316	0.230938	0.21646	0.187822	0.0538264
ENSMUSG00000052331	28.845628000579	31.9705060001879	28.338239683	34.140836
ENSMUSG00000052334	0	0	0.220885	0.09512791
ENSMUSG00000052336	19.22268	20.974884857	21.54635	21.984499
ENSMUSG00000052337	142.985176	145.8405570254	144.8182578	130.611774
ENSMUSG00000052353	4.088327	3.991865	4.662173	3.979121
ENSMUSG00000052363	3.669712	2.7806531	2.599257	4.201753
ENSMUSG00000052364	79.2105	81.1317	56.4234	74.6391
ENSMUSG00000052369	59.06407	60.480200515738	44.383597	48.712111
ENSMUSG00000052372	21.22374	23.343946	22.972644	28.05325
ENSMUSG00000052373	23.374682	26.6724	31.350107	27.079478
ENSMUSG00000052374	29.11367	35.729003	43.29768	39.500843
ENSMUSG00000052382	0	0	0	0
ENSMUSG00000052384	6.86605092	7.63498682	7.09805312	5.17638453
ENSMUSG00000052387	66.75821923278	66.629001	73.7661785448647	69.2217102009136
ENSMUSG00000052392	7.4009	12.314831	9.459982	9.89142
ENSMUSG00000052395	18.16929	17.869557	16.561799	21.009279
ENSMUSG00000052396	0	0	0.0776316	0
ENSMUSG00000052397	13.95531	16.08958	14.15338	16.3809
ENSMUSG00000052406	57.795784883	64.12606	62.65713	68.11386
ENSMUSG00000052407	24.80481264355	23.167544	21.097451	23.28695
ENSMUSG00000052414	0	0	0	0
ENSMUSG00000052415	3.15361	3.05444	2.49644	2.64613
ENSMUSG00000052417	1.17883	1.34384	1.13812	1.04333
ENSMUSG00000052419	34.94906	35.62403	32.8926278623	37.768746
ENSMUSG00000052423	35.12466	33.558676	28.08499	33.290278
ENSMUSG00000052426	0.666675	1.04855	0.984975	0.851228
ENSMUSG00000052428	75.25114	80.3827	89.46084	73.12446
ENSMUSG00000052430	19.78439	20.24719	20.00522	20.1241
ENSMUSG00000052435	0	0	0	0
ENSMUSG00000052446	22.68443471092	23.3375284587	24.69358535978	32.8839652949
ENSMUSG00000052456	88.55249	91.93117	88.82837	83.04791
ENSMUSG00000052459	328.16073	331.03816	319.53506	325.21353
ENSMUSG00000052468	0	0.0718088	0.249234	0.107139
ENSMUSG00000052469	0	0.273618	0.152439	0.128063
ENSMUSG00000052477	0.115238	0.288211	0.0919005	0
ENSMUSG00000052482	0	0	0.0723555	0
ENSMUSG00000052485	0	0	0	0.192909
ENSMUSG00000052488	9.044349	12.536142	12.331864	14.97407
ENSMUSG00000052496	0.798996	0.580233	0.730613	0.785177
ENSMUSG00000052504	6.277059	7.144779	7.212425	6.54782
ENSMUSG00000052508	1.409568736	1.1798976	1.70628	1.65248
ENSMUSG00000052512	33.405566	34.171141	35.4583830094068	43.7049700267744
ENSMUSG00000052516	33.481367	34.434160047028	40.882595	38.591657
ENSMUSG00000052520	0.267902	0.293294	0.116384	0.124884
ENSMUSG00000052525	8.038369	7.694697	6.2463801	7.57967
ENSMUSG00000052533	12.91571	13.87652	9.989562	10.8943
ENSMUSG00000052534	38.9721	40.122319	44.21639	48.483168
ENSMUSG00000052537	0	0	0	0
ENSMUSG00000052539	42.46613	39.58217	39.70963	44.98243
ENSMUSG00000052544	22.16563	21.21108	27.0381	26.104707
ENSMUSG00000052549	0.275004	0.343685	0.278334	0.683704
ENSMUSG00000052551	35.91812	33.59112538	38.316732	45.870608
ENSMUSG00000052554	0	0	0	0
ENSMUSG00000052557	4.536972	5.52278	5.872574	6.81173
ENSMUSG00000052560	32.6903	33.41053	39.737444	33.40105
ENSMUSG00000052562	0.0840845	0.170465	0.1703857	0.558617
ENSMUSG00000052563	1.31929	1.10578	1.14198	1.14792468
ENSMUSG00000052565	4.01723	4.12124	2.76814	3.21845
ENSMUSG00000052566	14.527448	15.263172327	13.0960000044546	15.933947
ENSMUSG00000052572	129.320932054586	136.4943196892	125.204152005454	153.121881176449
ENSMUSG00000052581	35.2733051098	39.067314	35.47250776	43.9138880354704
ENSMUSG00000052584	156.056921	151.18716	127.63067	146.51276
ENSMUSG00000052593	18.85009124471	17.26719	19.760352224	22.637938
ENSMUSG00000052595	0.112849	0.0283553	0.118098	0.0846122
ENSMUSG00000052605	6.723003	6.042887	7.860669	9.9242
ENSMUSG00000052609	13.498583	15.707281	22.057361	12.778981
ENSMUSG00000052613	33.5242157988862	35.410154246	25.65570732148	34.5616391167716
ENSMUSG00000052616	2.818384	3.1068989	3.6968422	2.947017
ENSMUSG00000052625	4.08833	3.51695	4.09225	4.02837
ENSMUSG00000052631	1.04192	0.88423365	0.974165	0.926505
ENSMUSG00000052632	18.31762	16.98203277132	17.412479	19.2183256
ENSMUSG00000052642	0	0	0	0
ENSMUSG00000052656	43.72418	49.82292	46.90268	51.11087
ENSMUSG00000052675	13.73169	13.85265	13.8839	15.11673
ENSMUSG00000052676	22.81253	22.753593	22.51386	24.728774
ENSMUSG00000052681	47.00789	49.76219	49.253129	48.18855
ENSMUSG00000052684	21.4201	18.5258	20.9896	19.4709
ENSMUSG00000052688	1.293726	0.75007509	1.9115001536	1.89057997525
ENSMUSG00000052698	48.1544162	49.39178	46.1309552	60.750775
ENSMUSG00000052707	100.90661	93.099494	91.4656100033285	102.30566
ENSMUSG00000052712	86.3353533	89.09223701	84.641771117818	88.458101
ENSMUSG00000052713	17.981112	16.748165	18.24924	19.427709
ENSMUSG00000052726	21.45764	18.188741	15.339166	22.806786
ENSMUSG00000052727	250.30406	254.58094	318.45661	318.20713
ENSMUSG00000052736	0	0.1344988	0.1414829	0.0517126
ENSMUSG00000052738	156.19097	149.15881	154.53191	159.70916
ENSMUSG00000052748	31.612293	32.002254	29.20726	35.8574750017336
ENSMUSG00000052749	0.8248303	1.1491765	1.229646	1.294735
ENSMUSG00000052751	42.9704800151269	44.30310003	37.69226046	43.527295945
ENSMUSG00000052752	60.391146	54.9920812091487	53.8064570133071	60.075649003897
ENSMUSG00000052759	2.7686	1.24946	1.60121	0.860397
ENSMUSG00000052760	12.18835	11.004228	11.6502204	11.516771
ENSMUSG00000052763	10.945685	10.9807	10.76485	12.96252
ENSMUSG00000052776	1.85297	0.617246	0.984274	0.628196
ENSMUSG00000052779	0	0	0	0
ENSMUSG00000052783	42.5207	41.610436	44.157846	45.678556
ENSMUSG00000052785	0	0	0	0
ENSMUSG00000052790	0	0	0	0
ENSMUSG00000052794	7.5605	7.89634	7.12323162	6.71442067503
ENSMUSG00000052798	22.00071	19.416236	16.35309231	20.4958538
ENSMUSG00000052812	40.6682	38.99027	43.3897	41.86696
ENSMUSG00000052818	0.0650918	0.162696	0.141171	0.121371
ENSMUSG00000052819	0	0	0.106097000406315	0.2280400176699
ENSMUSG00000052821	0.94017	0.979144	1.13996	1.606973
ENSMUSG00000052825	0.623876	0	1.96182	1.79018
ENSMUSG00000052833	89.88033	83.245475038	86.60096	90.987051
ENSMUSG00000052837	15.473043	14.7318	9.201625	16.5669
ENSMUSG00000052850	1.23554	1.15808	1.13885	1.43988
ENSMUSG00000052852	79.33091	76.67384	81.37838	79.67715
ENSMUSG00000052854	1.6730968	2.1896382	1.797963	1.39306
ENSMUSG00000052861	2.776151	2.726348315	1.7667528627	2.8712597050397
ENSMUSG00000052889	140.182996	137.703019	177.233421	194.349107
ENSMUSG00000052906	27.8373	25.5683	25.4263	26.3111
ENSMUSG00000052909	2.61267	4.16227	3.2106	2.48226
ENSMUSG00000052911	28.174528	25.887506	27.484467	18.67972
ENSMUSG00000052912	0.262822	0.3179867	0.1413442	0.144027
ENSMUSG00000052914	19.1788	21.0999	20.9185	18.7206
ENSMUSG00000052915	73.11407	72.8628	79.15293	80.97563
ENSMUSG00000052917	87.41368565232	86.97521	85.495037	90.922092
ENSMUSG00000052920	20.741958	20.719128	16.9674823	23.958064
ENSMUSG00000052921	21.0735	20.682272	15.37364	19.8475
ENSMUSG00000052922	0	0	0.036009602863	0
ENSMUSG00000052926	37.210460208746	34.82750162	33.372859	29.046352
ENSMUSG00000052928	19.152945	19.68854	23.352407	24.31623
ENSMUSG00000052934	41.82104	40.2849	40.64067	34.89363
ENSMUSG00000052942	2.050056	3.509293	3.67841180022337	3.924334
ENSMUSG00000052949	74.55607403474	77.7968544	79.68318785	84.618314
ENSMUSG00000052955	0	0.067673	0.0939516	0.20193600184902
ENSMUSG00000052957	4.46762	4.07258	5.42605	3.47917
ENSMUSG00000052962	19.79301	21.251665	25.01518	23.29721
ENSMUSG00000052974	0.0851314	0.0531963	1.370342	0.0793688
ENSMUSG00000052981	48.2536	48.5138	53.8972	44.0613
ENSMUSG00000052997	123.785578	122.001858	112.399447	121.595007
ENSMUSG00000053004	17.98015	17.244895	13.789661	14.32616
ENSMUSG00000053007	4642.543258	4512.9579268	2764.2738656	3262.624527
ENSMUSG00000053012	27.66885	31.700272	31.9045	30.412065
ENSMUSG00000053024	66.80214	71.40439128942	71.221519	62.932776
ENSMUSG00000053025	43.11246	43.352688	80.588686	45.79287
ENSMUSG00000053030	0	0.189895	0	0
ENSMUSG00000053038	0.782594	0	0.339965	1.09821
ENSMUSG00000053040	7.07165	4.0129642871	5.93586	5.452364
ENSMUSG00000053044	0.113045	0.145104	0.196286	0.105174
ENSMUSG00000053046	69.203503	69.280784	71.774046	70.89864
ENSMUSG00000053054	0	0.0424908	0.0874311	0.0621788
ENSMUSG00000053062	34.996	37.913003	43.59418	44.89571
ENSMUSG00000053063	4.16847	3.378755	4.829779	5.3855346
ENSMUSG00000053070	15.59729	18.04761	12.91465	18.31265
ENSMUSG00000053080	15.032	15.06089	13.718025	13.440992
ENSMUSG00000053091	8.518067	7.787348	7.3466276	12.191418267
ENSMUSG00000053093	19.218086	25.86516	13.889267	25.648807
ENSMUSG00000053094	43.64924	41.32839	34.4533	40.57744
ENSMUSG00000053101	1.168458	1.119164	1.058682	1.257624
ENSMUSG00000053110	14.368436	13.345471	15.209085	11.825408
ENSMUSG00000053111	8.1294	7.895302	3.390253	7.995777
ENSMUSG00000053113	1.917814	2.598552	2.099394	2.477455
ENSMUSG00000053119	124.89014	126.52493	126.14231	145.66351
ENSMUSG00000053128	8.763207	8.747356	10.856146	9.7059602
ENSMUSG00000053129	0.449305	0.393061	0.467737	0.586447
ENSMUSG00000053134	21.457476	21.19359	20.48967	19.09707
ENSMUSG00000053137	24.31851	21.94518	18.75813	20.57454
ENSMUSG00000053141	32.94474	33.12155	25.294116	34.468387
ENSMUSG00000053146	1.11304	1.0007	1.34542	1.15047
ENSMUSG00000053153	5.257135	5.086106	4.0267708	6.143731
ENSMUSG00000053158	2.59942517	2.671675742668	3.6167969	3.01194
ENSMUSG00000053161	1.840201	2.304078	2.157006	2.0190277
ENSMUSG00000053164	5.64102	7.804286	10.2601	9.58993
ENSMUSG00000053166	22.42	24.0799000090844	17.08243	19.34008
ENSMUSG00000053168	0	0	0.153168	0
ENSMUSG00000053173	0	0	0	0.353206
ENSMUSG00000053175	1.894808	2.59706	1.566684	0.989365
ENSMUSG00000053178	4.66678	3.88207	3.40183	3.42718
ENSMUSG00000053181	1.97066	2.18918	3.51416	2.85797
ENSMUSG00000053182	1.172794	1.3744863	1.5435993	1.5166397
ENSMUSG00000053184	0	0	0	0
ENSMUSG00000053192	151.78071	158.43286	148.373589	154.702759
ENSMUSG00000053194	0	0	0	0.20932
ENSMUSG00000053198	0.351501	0.3319197	0.3942873	0.289219
ENSMUSG00000053199	32.104126	27.405027	28.39406	30.9985500007211
ENSMUSG00000053205	18.304222	19.7428	23.134174	25.619046
ENSMUSG00000053208	0	0	0	0
ENSMUSG00000053211	0	0.0350215	0	0
ENSMUSG00000053216	0.453549	0.413905	0.644211	0.659355
ENSMUSG00000053217	0	0	0	0
ENSMUSG00000053219	0	1.81986e-05	0	0
ENSMUSG00000053226	6.70123	8.59112	8.09501	9.27763
ENSMUSG00000053228	0.523318	0.425347	0.48345	0.627955
ENSMUSG00000053251	0.116928	0.109597	0.228233	0.272531
ENSMUSG00000053253	96.175409	94.20488739	97.02849	96.078406
ENSMUSG00000053268	0.104174	0.0216985	0.105435	0.0323741
ENSMUSG00000053279	78.628127	73.876633	230.2763	58.765256
ENSMUSG00000053286	36.95408	35.96892	39.18248	40.72398
ENSMUSG00000053287	0	0	0	0
ENSMUSG00000053289	20.7589	22.3435	22.2524	25.8821
ENSMUSG00000053291	45.3942140365168	44.743018	48.033071	42.19501
ENSMUSG00000053293	3.79887	4.06376	4.25118	5.36946
ENSMUSG00000053297	21.90504	20.66822	19.131335	14.92307
ENSMUSG00000053303	0	0.034119	0	0.0509055
ENSMUSG00000053310	25.5526	26.5887	32.3355	39.9811
ENSMUSG00000053317	87.050992	81.934332	63.31271	80.63893
ENSMUSG00000053318	0.482139	0.48204	0.209133	0.179801
ENSMUSG00000053329	85.29745	85.364454	81.7800235	74.54241
ENSMUSG00000053333	23.13356	23.332396	24.91304	23.750166
ENSMUSG00000053334	9.71778	9.60426	8.47339	10.1231
ENSMUSG00000053338	1.082831	0.808841	1.361454	0.897635
ENSMUSG00000053347	36.32502	35.01517	37.13245	33.72284
ENSMUSG00000053367	1.429237	0.583435	0.912375	0.999368
ENSMUSG00000053368	1.897518	1.158012	0.8290577	1.355064
ENSMUSG00000053375	0.166034	0.207501	0.11078	0
ENSMUSG00000053388	2.31551	1.22786	1.81954	1.423
ENSMUSG00000053389	0	0	0	0
ENSMUSG00000053390	25.66569	27.3048	25.94663	27.03696
ENSMUSG00000053391	0.15787	0.122052	0.0550453	0.176964
ENSMUSG00000053395	31.72892	34.02101	25.79358	29.37578
ENSMUSG00000053398	78.91391	85.810078	82.33272	70.33318
ENSMUSG00000053399	2.83723	3.284801	2.912801	3.2495737144082
ENSMUSG00000053411	42.727752	42.5461	40.172274	43.04182
ENSMUSG00000053414	8.90588	8.8672692	9.03567	9.12538
ENSMUSG00000053420	0.22385	0.139878	0.194195	0
ENSMUSG00000053436	49.185075	49.99615	52.01555	54.486040120491
ENSMUSG00000053441	2.519995	2.457097	2.55999	2.751933
ENSMUSG00000053453	127.49198	126.87496	120.8963	134.12438
ENSMUSG00000053460	21.25138	21.3701	24.20691	28.52924
ENSMUSG00000053461	0.476251	0.425137	0.265601	0.317152
ENSMUSG00000053465	10.284	9.61489	8.35387	8.28045
